ID_Cliente,Ingreso_Mensual,Tipo_Vivienda,Mora_Previa,Estado_Credito,Puntaje_Psicometrico
FT-08025,3.34,Propia,0,0,77
FT-08026,6.46,Alquilada,0,0,93
FT-08027,4.81,Propia,0,0,69
FT-08028,2.27,Propia,0,0,78
FT-08029,3.14,Propia,0,0,84
FT-08030,3.69,Propia,1,0,77
FT-08031,2.84,Alquilada,0,0,69
FT-08032,3.43,Alquilada,0,0,68
FT-08033,2.33,Alquilada,0,0,69
FT-08034,3.93,Alquilada,0,0,100
FT-08035,7.23,Propia,0,0,66
FT-08036,4.01,Alquilada,0,0,51
FT-08037,4.0,Propia,0,0,73
FT-08038,3.57,Propia,0,0,73
FT-08039,2.5,Alquilada,0,0,70
FT-08040,2.37,Alquilada,0,1,62
FT-08041,2.75,Alquilada,1,1,63
FT-08042,4.61,Propia,0,0,58
FT-08043,3.33,Propia,0,0,93
FT-08044,4.66,Propia,0,0,76
FT-08045,6.67,Propia,0,0,74
FT-08046,5.86,Alquilada,0,0,85
FT-08047,0.91,Propia,0,0,100
FT-08048,5.73,Propia,0,0,69
FT-08049,2.69,Propia,0,0,76
FT-08050,2.76,Alquilada,0,0,82
FT-08051,2.34,Propia,0,0,81
FT-08052,2.66,Propia,0,0,83
FT-08053,2.57,Propia,0,1,30
FT-08054,3.99,Propia,0,0,68
FT-08055,4.73,Propia,0,0,86
FT-08056,3.83,Propia,0,0,72
FT-08057,2.7,Propia,0,0,76
FT-08058,4.88,Alquilada,1,0,80
FT-08059,3.44,Alquilada,0,0,65
FT-08060,4.92,Alquilada,0,0,78
FT-08061,4.17,Propia,0,0,80
FT-08062,3.95,Propia,1,0,52
FT-08063,2.12,Alquilada,0,1,46
FT-08064,1.9,Alquilada,0,0,64
FT-08065,2.93,Alquilada,1,1,60
FT-08066,3.01,Alquilada,0,0,90
FT-08067,4.94,Propia,0,0,80
FT-08068,3.16,Propia,0,0,84
FT-08069,3.48,Propia,1,0,85
FT-08070,2.0,Alquilada,0,0,68
FT-08071,4.87,Propia,0,0,62
FT-08072,2.04,Propia,0,0,78
FT-08073,3.34,Alquilada,0,0,81
FT-08074,1.68,Propia,0,0,85
FT-08075,5.24,Propia,0,0,82
FT-08076,1.98,Propia,0,0,68
FT-08077,3.26,Alquilada,0,0,83
FT-08078,3.03,Alquilada,0,0,50
FT-08079,4.62,Propia,0,0,87
FT-08080,4.03,Propia,0,0,63
FT-08081,6.97,Propia,0,0,63
FT-08082,2.24,Propia,0,0,100
FT-08083,5.73,Propia,0,0,74
FT-08084,6.15,Propia,0,0,70
FT-08085,6.87,Alquilada,0,0,60
FT-08086,3.83,Alquilada,0,0,78
FT-08087,2.42,Propia,1,1,40
FT-08088,4.45,Propia,0,0,69
FT-08089,2.09,Alquilada,0,0,49
FT-08090,5.5,Propia,0,0,91
FT-08091,3.68,Propia,0,0,70
FT-08092,4.28,Propia,0,0,70
FT-08093,6.86,Alquilada,0,0,73
FT-08094,2.82,Alquilada,1,1,55
FT-08095,2.4,Alquilada,0,0,87
FT-08096,3.7,Alquilada,0,1,62
FT-08097,3.07,Propia,0,0,78
FT-08098,4.16,Propia,0,0,98
FT-08099,3.31,Propia,0,0,65
FT-08100,2.93,Alquilada,0,0,87
FT-08101,3.74,Propia,0,0,49
FT-08102,4.08,Alquilada,1,1,37
FT-08103,3.62,Propia,0,0,98
FT-08104,4.55,Propia,0,0,61
FT-08105,6.28,Propia,0,0,91
FT-08106,3.09,Propia,0,0,58
FT-08107,7.4,Alquilada,0,0,96
FT-08108,4.3,Alquilada,0,0,68
FT-08109,3.38,Propia,0,0,65
FT-08110,3.53,Propia,0,0,67
FT-08111,3.79,Propia,0,0,73
FT-08112,3.25,Alquilada,0,0,71
FT-08113,1.76,Alquilada,0,1,37
FT-08114,4.12,Propia,0,0,76
FT-08115,1.88,Propia,0,0,76
FT-08116,2.78,Alquilada,0,0,73
FT-08117,4.9,Propia,0,0,68
FT-08118,1.75,Alquilada,0,0,78
FT-08119,4.37,Propia,0,0,77
FT-08120,3.94,Alquilada,0,0,77
FT-08121,3.04,Alquilada,0,0,73
FT-08122,0.74,Alquilada,0,0,65
FT-08123,3.29,Propia,0,0,74
FT-08124,3.72,Propia,0,0,70
FT-08125,4.43,Alquilada,0,0,50
FT-08126,4.29,Alquilada,0,0,84
FT-08127,5.59,Propia,0,0,76
FT-08128,3.54,Alquilada,1,1,47
FT-08129,5.96,Propia,0,0,79
FT-08130,1.84,Propia,0,0,65
FT-08131,5.55,Propia,0,0,88
FT-08132,3.39,Propia,1,0,86
FT-08133,3.45,Alquilada,1,1,49
FT-08134,4.72,Propia,1,0,66
FT-08135,2.59,Alquilada,0,0,80
FT-08136,3.52,Propia,0,0,76
FT-08137,5.76,Propia,0,0,73
FT-08138,4.44,Propia,1,1,44
FT-08139,3.03,Propia,0,0,52
FT-08140,4.61,Propia,0,0,63
FT-08141,3.27,Propia,1,0,66
FT-08142,2.14,Propia,0,0,81
FT-08143,6.12,Alquilada,0,0,49
FT-08144,2.59,Alquilada,0,0,75
FT-08145,2.67,Alquilada,1,1,43
FT-08146,2.33,Propia,0,0,80
FT-08147,5.5,Propia,0,0,82
FT-08148,1.63,Alquilada,1,1,16
FT-08149,3.28,Propia,0,0,60
FT-08150,4.23,Alquilada,0,0,64
FT-08151,3.31,Propia,0,0,74
FT-08152,2.8,Propia,0,0,89
FT-08153,4.49,Propia,0,0,78
FT-08154,4.12,Alquilada,0,1,47
FT-08155,2.95,Propia,0,0,86
FT-08156,6.12,Alquilada,0,0,69
FT-08157,4.19,Propia,0,0,86
FT-08158,3.81,Propia,0,0,92
FT-08159,3.85,Propia,0,0,71
FT-08160,6.06,Alquilada,0,0,56
FT-08161,2.64,Propia,1,1,41
FT-08162,3.49,Alquilada,1,0,91
FT-08163,6.01,Propia,0,0,78
FT-08164,6.18,Propia,0,0,58
FT-08165,5.36,Alquilada,0,0,87
FT-08166,2.42,Propia,0,0,82
FT-08167,7.33,Alquilada,0,0,84
FT-08168,4.06,Alquilada,0,0,85
FT-08169,3.77,Propia,0,0,67
FT-08170,5.37,Propia,0,0,85
FT-08171,4.38,Propia,0,0,66
FT-08172,3.32,Propia,0,0,60
FT-08173,6.49,Alquilada,0,0,64
FT-08174,3.77,Propia,0,0,81
FT-08175,4.02,Propia,0,0,68
FT-08176,6.47,Alquilada,0,0,89
FT-08177,5.25,Propia,0,0,85
FT-08178,4.79,Propia,0,0,80
FT-08179,3.26,Propia,0,0,88
FT-08180,4.46,Alquilada,0,0,60
FT-08181,4.56,Propia,0,0,84
FT-08182,4.52,Propia,0,0,79
FT-08183,3.81,Alquilada,0,0,59
FT-08184,2.54,Alquilada,1,1,59
FT-08185,5.52,Alquilada,0,0,71
FT-08186,3.22,Propia,0,0,71
FT-08187,3.95,Propia,0,0,73
FT-08188,2.73,Propia,0,1,63
FT-08189,5.2,Propia,0,0,89
FT-08190,2.77,Propia,0,0,59
FT-08191,4.56,Alquilada,0,0,60
FT-08192,2.46,Propia,0,0,63
FT-08193,3.64,Alquilada,0,0,66
FT-08194,3.52,Propia,0,0,65
FT-08195,2.78,Alquilada,0,0,91
FT-08196,4.22,Propia,0,0,66
FT-08197,2.27,Alquilada,0,0,72
FT-08198,4.99,Propia,0,0,59
FT-08199,5.09,Alquilada,0,0,68
FT-08200,2.88,Propia,0,0,80
FT-08201,6.03,Propia,0,0,80
FT-08202,3.67,Alquilada,0,0,84
FT-08203,2.18,Propia,1,1,57
FT-08204,2.02,Propia,1,0,66
FT-08205,1.15,Alquilada,0,0,82
FT-08206,5.91,Propia,0,0,73
FT-08207,3.01,Propia,0,0,72
FT-08208,3.43,Alquilada,0,0,79
FT-08209,3.32,Alquilada,0,0,84
FT-08210,5.43,Propia,0,0,65
FT-08211,4.65,Propia,0,0,72
FT-08212,4.06,Propia,0,0,72
FT-08213,1.53,Propia,1,0,62
FT-08214,2.35,Propia,0,0,76
FT-08215,6.58,Propia,0,0,67
FT-08216,4.69,Propia,0,0,73
FT-08217,4.73,Propia,0,0,80
FT-08218,2.45,Alquilada,0,0,76
FT-08219,1.17,Propia,0,0,63
FT-08220,2.63,Propia,0,0,75
FT-08221,4.01,Propia,0,0,75
FT-08222,4.05,Alquilada,0,0,67
FT-08223,2.78,Propia,0,0,64
FT-08224,1.44,Alquilada,0,1,52
FT-08225,3.19,Alquilada,0,0,58
FT-08226,3.49,Propia,0,0,61
FT-08227,2.36,Propia,0,0,59
FT-08228,4.74,Propia,0,0,60
FT-08229,4.84,Alquilada,0,0,68
FT-08230,4.58,Propia,0,0,85
FT-08231,2.41,Alquilada,0,0,80
FT-08232,3.17,Propia,0,0,85
FT-08233,5.05,Propia,0,0,66
FT-08234,4.16,Propia,0,0,51
FT-08235,6.06,Alquilada,0,0,66
FT-08236,5.76,Propia,0,0,85
FT-08237,3.86,Propia,0,0,69
FT-08238,3.15,Propia,0,0,73
FT-08239,4.97,Propia,0,0,71
FT-08240,5.15,Propia,0,0,81
FT-08241,5.36,Alquilada,0,0,82
FT-08242,4.14,Propia,0,0,56
FT-08243,3.01,Propia,0,0,46
FT-08244,4.56,Propia,0,0,80
FT-08245,4.63,Propia,0,0,71
FT-08246,4.92,Propia,0,0,80
FT-08247,3.26,Propia,0,0,70
FT-08248,1.85,Propia,0,0,79
FT-08249,1.57,Alquilada,1,1,39
FT-08250,2.22,Propia,0,0,65
FT-08251,2.75,Propia,0,1,59
FT-08252,3.1,Alquilada,1,1,32
FT-08253,3.11,Propia,0,0,80
FT-08254,5.98,Alquilada,0,0,71
FT-08255,3.42,Alquilada,0,0,61
FT-08256,4.1,Alquilada,0,0,91
FT-08257,3.23,Propia,0,0,76
FT-08258,3.0,Alquilada,1,1,31
FT-08259,4.65,Propia,0,0,61
FT-08260,3.32,Propia,0,0,70
FT-08261,3.66,Propia,1,0,75
FT-08262,5.05,Propia,0,0,80
FT-08263,1.89,Propia,0,0,52
FT-08264,5.16,Propia,0,0,53
FT-08265,5.5,Propia,0,0,66
FT-08266,2.68,Alquilada,0,0,79
FT-08267,2.06,Propia,1,0,66
FT-08268,2.44,Propia,0,0,72
FT-08269,2.82,Alquilada,0,0,74
FT-08270,2.54,Propia,0,0,64
FT-08271,4.78,Alquilada,0,0,89
FT-08272,3.73,Propia,0,0,64
FT-08273,4.33,Alquilada,0,0,50
FT-08274,5.34,Propia,0,0,62
FT-08275,4.95,Propia,0,0,64
FT-08276,6.44,Alquilada,1,0,75
FT-08277,5.7,Alquilada,0,0,75
FT-08278,1.28,Alquilada,0,0,79
FT-08279,3.6,Alquilada,0,0,94
FT-08280,4.56,Propia,0,0,73
FT-08281,6.53,Alquilada,0,0,82
FT-08282,1.49,Alquilada,0,1,46
FT-08283,4.69,Propia,0,0,76
FT-08284,7.19,Propia,0,0,69
FT-08285,4.87,Propia,0,0,71
FT-08286,2.72,Alquilada,0,0,75
FT-08287,2.09,Propia,0,0,84
FT-08288,2.91,Propia,1,0,72
FT-08289,3.68,Propia,0,0,72
FT-08290,6.97,Propia,0,0,76
FT-08291,2.06,Alquilada,0,1,62
FT-08292,3.4,Propia,0,0,58
FT-08293,2.77,Propia,0,0,76
FT-08294,2.76,Propia,0,0,58
FT-08295,7.69,Propia,0,0,87
FT-08296,2.64,Propia,1,0,77
FT-08297,5.13,Propia,0,0,86
FT-08298,5.03,Propia,0,0,55
FT-08299,3.57,Alquilada,0,0,71
FT-08300,2.56,Propia,0,0,83
FT-08301,4.58,Alquilada,0,0,88
FT-08302,6.78,Propia,0,0,77
FT-08303,2.45,Propia,1,0,68
FT-08304,4.02,Propia,0,0,70
FT-08305,4.94,Propia,0,0,62
FT-08306,6.62,Alquilada,0,0,89
FT-08307,1.92,Propia,0,0,80
FT-08308,4.74,Propia,0,0,71
FT-08309,6.57,Propia,0,0,79
FT-08310,5.15,Propia,0,0,72
FT-08311,3.14,Alquilada,0,0,70
FT-08312,4.08,Alquilada,0,0,65
FT-08313,5.41,Propia,0,0,65
FT-08314,5.54,Alquilada,0,0,77
FT-08315,5.11,Propia,0,0,85
FT-08316,1.8,Propia,0,0,69
FT-08317,4.22,Alquilada,0,0,64
FT-08318,3.8,Propia,0,0,83
FT-08319,5.68,Alquilada,0,0,74
FT-08320,4.61,Propia,0,0,48
FT-08321,4.13,Propia,0,0,65
FT-08322,3.04,Alquilada,0,0,78
FT-08323,2.97,Propia,0,0,64
FT-08324,3.84,Propia,0,0,74
FT-08325,4.85,Propia,0,0,59
FT-08326,4.73,Propia,0,0,68
FT-08327,4.63,Propia,0,0,61
FT-08328,2.95,Alquilada,1,1,63
FT-08329,5.5,Propia,0,0,65
FT-08330,5.87,Alquilada,0,0,83
FT-08331,2.64,Propia,0,0,78
FT-08332,3.22,Propia,0,0,96
FT-08333,7.62,Propia,0,0,66
FT-08334,3.76,Propia,0,0,84
FT-08335,3.79,Propia,0,0,93
FT-08336,2.95,Propia,0,0,85
FT-08337,2.33,Alquilada,0,1,53
FT-08338,8.32,Propia,0,0,74
FT-08339,2.95,Propia,0,0,76
FT-08340,5.68,Alquilada,0,0,63
FT-08341,2.81,Propia,0,0,44
FT-08342,5.38,Propia,0,0,75
FT-08343,2.83,Propia,0,0,62
FT-08344,1.87,Alquilada,1,0,68
FT-08345,4.81,Propia,1,1,21
FT-08346,3.36,Alquilada,0,0,77
FT-08347,2.3,Alquilada,0,0,71
FT-08348,4.22,Alquilada,0,0,87
FT-08349,4.87,Propia,0,0,65
FT-08350,5.76,Propia,0,0,75
FT-08351,3.69,Alquilada,0,0,71
FT-08352,3.61,Propia,0,0,70
FT-08353,3.38,Propia,0,0,72
FT-08354,4.08,Propia,0,0,90
FT-08355,5.06,Alquilada,0,0,82
FT-08356,4.45,Propia,0,0,68
FT-08357,3.33,Alquilada,0,0,66
FT-08358,4.01,Alquilada,0,0,64
FT-08359,2.52,Propia,0,0,74
FT-08360,3.72,Propia,0,0,56
FT-08361,3.55,Propia,0,0,71
FT-08362,1.42,Propia,0,0,77
FT-08363,5.77,Propia,0,0,65
FT-08364,4.22,Propia,0,0,73
FT-08365,3.74,Alquilada,0,0,76
FT-08366,3.92,Propia,1,0,54
FT-08367,3.72,Alquilada,0,0,75
FT-08368,2.7,Propia,0,0,68
FT-08369,5.02,Alquilada,0,0,93
FT-08370,1.63,Propia,0,0,75
FT-08371,3.35,Propia,0,0,63
FT-08372,3.02,Propia,0,0,53
FT-08373,3.38,Propia,0,0,72
FT-08374,1.76,Propia,0,0,87
FT-08375,4.99,Propia,0,0,66
FT-08376,3.75,Propia,0,0,76
FT-08377,3.94,Alquilada,0,0,81
FT-08378,4.89,Alquilada,0,0,81
FT-08379,4.76,Propia,0,0,73
FT-08380,4.64,Propia,0,0,66
FT-08381,3.96,Alquilada,1,0,70
FT-08382,5.65,Propia,0,0,61
FT-08383,2.98,Alquilada,0,0,63
FT-08384,3.74,Propia,0,0,84
FT-08385,3.41,Propia,0,0,77
FT-08386,3.47,Propia,0,0,76
FT-08387,4.63,Alquilada,1,1,53
FT-08388,5.24,Alquilada,0,0,86
FT-08389,4.81,Propia,0,0,70
FT-08390,3.71,Propia,0,0,74
FT-08391,4.55,Propia,0,0,86
FT-08392,5.35,Propia,0,0,65
FT-08393,1.15,Alquilada,0,1,32
FT-08394,2.43,Alquilada,1,0,84
FT-08395,3.79,Alquilada,0,0,82
FT-08396,5.88,Alquilada,0,0,77
FT-08397,7.78,Propia,1,0,49
FT-08398,4.41,Propia,0,0,87
FT-08399,5.19,Propia,1,0,66
FT-08400,2.34,Alquilada,0,1,27
FT-08401,4.49,Alquilada,0,0,71
FT-08402,2.46,Propia,0,1,60
FT-08403,5.02,Propia,0,0,86
FT-08404,6.66,Alquilada,0,0,75
FT-08405,3.95,Propia,0,0,81
FT-08406,3.88,Propia,0,0,64
FT-08407,3.23,Propia,0,0,84
FT-08408,1.65,Propia,0,0,89
FT-08409,3.32,Alquilada,0,0,59
FT-08410,2.37,Propia,0,0,61
FT-08411,2.46,Alquilada,0,0,64
FT-08412,2.39,Alquilada,0,1,60
FT-08413,2.59,Alquilada,0,0,75
FT-08414,4.06,Alquilada,1,0,72
FT-08415,7.44,Alquilada,0,0,77
FT-08416,3.46,Propia,0,0,94
FT-08417,2.47,Propia,0,0,54
FT-08418,6.78,Propia,0,0,70
FT-08419,2.81,Propia,0,0,39
FT-08420,3.36,Propia,0,0,79
FT-08421,5.53,Propia,0,0,85
FT-08422,2.66,Propia,0,0,70
FT-08423,3.26,Propia,0,0,80
FT-08424,2.61,Alquilada,0,0,56
FT-08425,5.5,Propia,0,0,78
FT-08426,2.57,Alquilada,0,0,100
FT-08427,4.72,Propia,0,0,69
FT-08428,1.25,Alquilada,0,1,83
FT-08429,3.2,Propia,0,0,67
FT-08430,3.78,Propia,0,0,75
FT-08431,3.38,Propia,0,0,85
FT-08432,2.98,Propia,0,0,80
FT-08433,1.96,Alquilada,0,0,72
FT-08434,2.64,Alquilada,1,0,72
FT-08435,2.96,Alquilada,1,1,53
FT-08436,3.54,Alquilada,0,0,84
FT-08437,4.69,Alquilada,0,0,81
FT-08438,4.06,Propia,0,0,59
FT-08439,1.42,Alquilada,0,0,75
FT-08440,4.52,Alquilada,0,0,63
FT-08441,2.5,Alquilada,0,0,68
FT-08442,3.92,Propia,0,0,82
FT-08443,2.16,Propia,0,0,84
FT-08444,5.42,Propia,0,0,81
FT-08445,5.06,Alquilada,0,0,70
FT-08446,3.61,Propia,0,0,78
FT-08447,4.99,Alquilada,0,0,65
FT-08448,2.71,Propia,0,0,81
FT-08449,3.11,Propia,0,0,73
FT-08450,5.36,Alquilada,0,0,68
FT-08451,1.2,Alquilada,0,0,65
FT-08452,3.65,Propia,0,0,80
FT-08453,4.4,Alquilada,0,0,71
FT-08454,3.3,Alquilada,0,0,68
FT-08455,4.68,Propia,0,1,44
FT-08456,6.45,Propia,0,0,59
FT-08457,4.51,Alquilada,0,0,75
FT-08458,2.51,Alquilada,0,0,76
FT-08459,0.85,Propia,1,1,44
FT-08460,7.31,Propia,0,0,61
FT-08461,2.93,Alquilada,1,1,41
FT-08462,4.81,Propia,1,1,26
FT-08463,2.78,Propia,0,0,80
FT-08464,4.32,Alquilada,0,0,85
FT-08465,2.78,Propia,1,1,41
FT-08466,1.57,Alquilada,0,0,78
FT-08467,4.91,Propia,1,0,72
FT-08468,2.4,Propia,0,0,75
FT-08469,7.77,Propia,1,0,66
FT-08470,4.08,Propia,0,0,64
FT-08471,3.61,Propia,0,0,68
FT-08472,4.02,Propia,0,0,70
FT-08473,3.93,Propia,0,0,55
FT-08474,3.38,Alquilada,0,0,59
FT-08475,2.08,Propia,0,0,59
FT-08476,5.92,Propia,0,0,59
FT-08477,4.0,Propia,0,0,80
FT-08478,5.52,Propia,0,0,69
FT-08479,2.19,Propia,0,0,71
FT-08480,4.19,Alquilada,0,1,23
FT-08481,3.28,Propia,0,0,82
FT-08482,2.53,Propia,0,0,78
FT-08483,3.36,Propia,1,1,50
FT-08484,0.64,Alquilada,1,1,43
FT-08485,4.28,Alquilada,0,0,75
FT-08486,3.09,Alquilada,0,0,66
FT-08487,5.6,Alquilada,0,0,52
FT-08488,5.11,Propia,0,0,74
FT-08489,4.85,Propia,0,0,83
FT-08490,4.08,Alquilada,0,0,65
FT-08491,5.92,Propia,0,0,67
FT-08492,5.14,Propia,0,0,84
FT-08493,3.8,Propia,1,0,72
FT-08494,1.62,Alquilada,1,1,55
FT-08495,3.55,Propia,0,0,62
FT-08496,1.65,Propia,0,1,38
FT-08497,2.31,Propia,1,1,31
FT-08498,2.89,Propia,0,0,71
FT-08499,5.89,Propia,0,0,58
FT-08500,5.41,Propia,0,0,78
FT-08501,3.56,Propia,0,0,84
FT-08502,9.64,Propia,0,0,69
FT-08503,5.04,Propia,0,0,78
FT-08504,2.61,Alquilada,1,1,44
FT-08505,5.45,Propia,0,0,80
FT-08506,3.16,Propia,0,0,78
FT-08507,2.98,Propia,0,0,69
FT-08508,3.75,Alquilada,0,0,50
FT-08509,4.3,Alquilada,1,1,49
FT-08510,2.98,Propia,0,0,77
FT-08511,6.18,Alquilada,0,0,83
FT-08512,3.45,Propia,0,0,66
FT-08513,2.0,Propia,0,0,88
FT-08514,4.08,Alquilada,0,0,89
FT-08515,3.64,Propia,0,0,81
FT-08516,5.23,Alquilada,0,0,61
FT-08517,2.15,Alquilada,1,1,21
FT-08518,3.59,Propia,0,1,38
FT-08519,4.29,Propia,0,0,66
FT-08520,5.56,Alquilada,0,0,78
FT-08521,4.07,Alquilada,0,0,78
FT-08522,2.93,Propia,0,0,78
FT-08523,4.37,Propia,0,0,80
FT-08524,2.64,Propia,1,0,72
FT-08525,1.72,Propia,0,0,57
FT-08526,3.01,Propia,0,0,96
FT-08527,5.69,Propia,0,0,69
FT-08528,7.05,Alquilada,0,0,65
FT-08529,2.17,Alquilada,0,0,60
FT-08530,5.35,Propia,0,0,75
FT-08531,2.82,Propia,1,1,78
FT-08532,2.62,Propia,0,0,72
FT-08533,6.2,Propia,0,0,89
FT-08534,2.42,Propia,0,0,80
FT-08535,3.76,Alquilada,0,0,62
FT-08536,4.47,Propia,0,0,96
FT-08537,2.69,Propia,0,0,56
FT-08538,1.78,Alquilada,0,1,49
FT-08539,3.89,Alquilada,0,0,65
FT-08540,5.17,Propia,0,0,77
FT-08541,2.75,Alquilada,0,0,80
FT-08542,7.21,Propia,1,0,68
FT-08543,4.66,Propia,0,0,85
FT-08544,4.59,Alquilada,0,0,75
FT-08545,4.44,Propia,0,0,89
FT-08546,4.61,Alquilada,0,0,83
FT-08547,5.0,Alquilada,0,0,68
FT-08548,3.45,Alquilada,0,0,85
FT-08549,2.37,Alquilada,0,0,66
FT-08550,2.41,Alquilada,0,0,80
FT-08551,1.0,Alquilada,1,1,54
FT-08552,6.7,Alquilada,0,0,67
FT-08553,3.75,Propia,0,0,51
FT-08554,5.8,Alquilada,0,0,89
FT-08555,3.8,Propia,0,0,78
FT-08556,6.41,Propia,0,0,73
FT-08557,4.57,Alquilada,1,0,73
FT-08558,4.34,Propia,0,0,84
FT-08559,5.6,Propia,0,0,97
FT-08560,4.56,Propia,0,0,83
FT-08561,4.92,Propia,0,0,77
FT-08562,3.4,Alquilada,1,1,33
FT-08563,4.44,Propia,0,0,77
FT-08564,2.49,Propia,0,0,62
FT-08565,6.04,Alquilada,0,0,79
FT-08566,6.11,Alquilada,0,0,59
FT-08567,5.87,Alquilada,1,1,39
FT-08568,1.42,Propia,1,1,80
FT-08569,7.14,Propia,0,0,83
FT-08570,3.55,Propia,0,0,77
FT-08571,5.11,Alquilada,0,0,69
FT-08572,4.24,Propia,0,0,62
FT-08573,2.24,Alquilada,0,0,89
FT-08574,4.64,Propia,0,0,72
FT-08575,2.31,Alquilada,0,0,92
FT-08576,5.98,Propia,0,0,59
FT-08577,3.67,Alquilada,0,0,70
FT-08578,2.54,Propia,0,0,48
FT-08579,5.26,Propia,0,0,81
FT-08580,2.27,Propia,0,0,82
FT-08581,2.32,Propia,0,0,66
FT-08582,7.28,Propia,0,0,66
FT-08583,1.33,Propia,1,1,51
FT-08584,4.06,Alquilada,0,0,70
FT-08585,4.69,Alquilada,0,0,67
FT-08586,2.81,Alquilada,0,0,85
FT-08587,4.22,Alquilada,0,0,68
FT-08588,2.63,Alquilada,0,0,52
FT-08589,2.6,Alquilada,0,0,70
FT-08590,5.35,Alquilada,0,0,67
FT-08591,3.37,Propia,0,0,59
FT-08592,3.18,Propia,0,0,75
FT-08593,4.53,Propia,0,0,52
FT-08594,3.61,Alquilada,1,1,59
FT-08595,3.64,Propia,0,0,73
FT-08596,6.89,Alquilada,0,0,67
FT-08597,2.32,Propia,0,0,60
FT-08598,6.49,Propia,0,0,57
FT-08599,9.99,Alquilada,0,0,83
FT-08600,2.38,Propia,1,0,70
FT-08601,2.51,Propia,0,0,55
FT-08602,4.83,Propia,0,0,73
FT-08603,1.66,Propia,0,0,70
FT-08604,4.1,Propia,0,0,89
FT-08605,2.98,Propia,0,0,68
FT-08606,6.05,Propia,0,0,84
FT-08607,3.46,Alquilada,0,0,71
FT-08608,4.33,Alquilada,0,0,60
FT-08609,5.06,Propia,0,0,78
FT-08610,4.68,Alquilada,0,0,86
FT-08611,3.96,Propia,0,0,83
FT-08612,2.52,Alquilada,1,1,44
FT-08613,1.99,Alquilada,1,1,72
FT-08614,5.64,Alquilada,0,0,75
FT-08615,3.55,Propia,0,0,74
FT-08616,3.17,Alquilada,1,1,22
FT-08617,1.28,Alquilada,1,1,43
FT-08618,3.18,Alquilada,0,0,90
FT-08619,3.79,Propia,0,0,55
FT-08620,4.37,Alquilada,0,0,59
FT-08621,2.65,Alquilada,1,1,65
FT-08622,4.4,Propia,1,0,58
FT-08623,3.1,Propia,0,0,81
FT-08624,2.72,Propia,0,0,54
FT-08625,2.81,Propia,0,0,80
FT-08626,3.63,Propia,0,0,84
FT-08627,4.89,Propia,0,0,80
FT-08628,5.01,Propia,0,0,73
FT-08629,3.24,Propia,0,0,79
FT-08630,3.97,Propia,0,0,60
FT-08631,2.27,Propia,0,0,76
FT-08632,3.45,Propia,0,0,66
FT-08633,3.23,Propia,0,0,83
FT-08634,2.96,Alquilada,0,0,81
FT-08635,4.11,Alquilada,0,0,64
FT-08636,6.97,Propia,0,0,77
FT-08637,4.04,Propia,0,0,77
FT-08638,5.79,Alquilada,0,0,68
FT-08639,5.35,Propia,0,0,73
FT-08640,3.29,Alquilada,1,0,79
FT-08641,5.15,Propia,0,0,68
FT-08642,7.12,Propia,0,0,63
FT-08643,2.52,Alquilada,0,0,76
FT-08644,5.35,Propia,0,0,89
FT-08645,3.86,Propia,0,0,71
FT-08646,3.11,Alquilada,0,0,69
FT-08647,4.52,Alquilada,0,0,64
FT-08648,4.57,Propia,0,0,86
FT-08649,8.39,Propia,0,0,83
FT-08650,3.15,Propia,0,0,71
FT-08651,4.04,Alquilada,0,0,64
FT-08652,4.01,Propia,1,0,64
FT-08653,3.14,Alquilada,1,0,64
FT-08654,2.83,Propia,0,0,68
FT-08655,3.43,Propia,0,0,67
FT-08656,3.82,Propia,0,0,65
FT-08657,2.77,Propia,0,0,85
FT-08658,5.46,Propia,0,0,90
FT-08659,4.73,Propia,0,0,61
FT-08660,2.54,Alquilada,0,0,67
FT-08661,3.41,Propia,0,0,63
FT-08662,4.14,Propia,0,0,77
FT-08663,5.05,Propia,0,0,69
FT-08664,3.83,Propia,0,0,62
FT-08665,4.95,Propia,0,0,91
FT-08666,4.44,Propia,0,0,78
FT-08667,5.15,Propia,0,0,62
FT-08668,3.0,Propia,0,0,90
FT-08669,4.78,Propia,0,0,60
FT-08670,3.87,Propia,0,0,80
FT-08671,1.37,Alquilada,1,1,41
FT-08672,2.98,Propia,0,0,72
FT-08673,4.46,Propia,1,0,70
FT-08674,4.05,Propia,0,0,75
FT-08675,3.73,Propia,0,0,97
FT-08676,3.46,Alquilada,0,0,89
FT-08677,3.55,Propia,0,0,68
FT-08678,6.79,Propia,0,0,76
FT-08679,3.7,Propia,0,0,83
FT-08680,6.61,Alquilada,0,0,68
FT-08681,3.73,Alquilada,1,0,61
FT-08682,4.2,Propia,0,0,85
FT-08683,3.96,Propia,0,0,79
FT-08684,6.75,Propia,0,0,77
FT-08685,5.24,Propia,0,0,85
FT-08686,3.35,Propia,0,0,60
FT-08687,2.32,Alquilada,0,0,70
FT-08688,3.38,Propia,0,0,100
FT-08689,6.1,Propia,0,0,79
FT-08690,2.6,Propia,1,0,80
FT-08691,2.36,Propia,0,0,74
FT-08692,3.12,Alquilada,0,0,53
FT-08693,2.76,Propia,0,0,64
FT-08694,2.91,Propia,0,0,83
FT-08695,1.95,Propia,1,0,67
FT-08696,4.22,Alquilada,0,0,71
